3.576,-10.837,-19.652,-26.218,-16.000,-0.329,-44.087,-18.441,4.107,-15.399,-16.000,0.006,17.551,-12.000
3.630,-10.828,-20.016,-26.204,-16.000,-0.332,-44.120,-18.458,4.591,-15.326,-16.000,0.001,17.550,-11.988
3.693,-10.827,-20.092,-26.232,-16.000,-0.332,-44.113,-18.424,4.575,-15.358,-16.000,0.001,17.557,-12.000
3.638,-10.783,-19.819,-26.172,-16.000,-0.328,-44.187,-18.418,4.370,-15.817,-16.000,0.003,17.603,-12.074
3.636,-10.814,-19.857,-25.793,-16.000,-0.327,-44.263,-18.447,4.877,-15.603,-16.000,-0.004,17.551,-11.999
3.734,-10.815,-19.790,-25.905,-16.000,-0.325,-43.983,-18.397,4.077,-15.291,-16.000,-0.007,17.552,-12.006
3.502,-10.836,-19.782,-25.935,-16.000,-0.325,-44.083,-18.432,4.228,-15.238,-16.000,-0.007,17.531,-11.995
3.543,-10.834,-19.674,-26.200,-16.000,-0.333,-44.007,-18.442,3.910,-15.674,-16.000,0.008,17.557,-12.011
3.513,-10.814,-19.644,-26.132,-16.000,-0.326,-43.977,-18.493,4.081,-15.359,-16.000,-0.001,17.557,-12.008
3.622,-10.814,-19.621,-25.993,-16.000,-0.329,-44.083,-18.448,4.084,-15.293,-16.000,0.005,17.568,-12.011
3.566,-10.781,-19.973,-25.946,-16.000,-0.325,-43.977,-18.442,4.056,-15.472,-16.000,0.003,17.537,-11.996
3.599,-10.773,-19.846,-25.992,-16.000,-0.331,-43.933,-18.482,3.970,-15.607,-16.000,0.002,17.533,-11.996
3.502,-10.811,-19.831,-26.021,-16.000,-0.331,-44.007,-18.501,3.920,-15.674,-16.000,0.006,17.534,-11.990
3.518,-10.825,-19.791,-26.019,-16.000,-0.333,-43.972,-18.505,4.059,-15.297,-16.000,0.004,17.525,-11.981
3.560,-10.830,-19.798,-26.245,-16.000,-0.324,-43.940,-18.513,4.043,-15.406,-16.000,-0.006,17.522,-11.975
3.507,-10.806,-19.938,-25.945,-16.000,-0.334,-43.885,-18.523,4.368,-15.255,-16.000,0.016,17.465,-11.941
3.682,-10.806,-19.778,-26.210,-16.000,-0.332,-43.783,-18.472,3.953,-15.355,-16.000,0.006,17.538,-12.004
3.290,-10.839,-20.211,-26.155,-16.000,-0.327,-44.123,-18.507,4.290,-15.494,-16.000,0.006,17.516,-11.979
3.718,-10.751,-20.015,-26.135,-16.000,-0.330,-43.946,-18.465,3.844,-15.708,-16.000,0.007,17.605,-12.070
3.557,-10.824,-19.730,-26.055,-16.000,-0.326,-44.070,-18.502,4.151,-15.369,-16.000,-0.001,17.536,-11.966
3.547,-10.777,-20.090,-26.111,-16.000,-0.332,-43.976,-18.494,4.052,-15.532,-16.000,0.014,17.570,-12.033
3.643,-10.832,-19.754,-26.189,-16.000,-0.332,-44.120,-18.477,4.342,-15.257,-16.000,0.003,17.539,-11.976
3.628,-10.813,-19.827,-26.174,-16.000,-0.328,-43.975,-18.443,4.295,-15.514,-16.000,-0.000,17.540,-11.994
3.514,-10.816,-19.980,-26.163,-16.000,-0.326,-44.147,-18.458,4.152,-15.557,-16.000,-0.002,17.559,-12.025
